Station Name,OTTAWA INTL A,http://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=2011-12-14%7C2019-02-11&dlyRange=2011-12-15%7C2019-02-11&mlyRange=%7C&StationID=49568&Prov=ON&urlExtension=_e.html&searchType=stnName&optLimit=yearRange&StartYear=1840&EndYear=2019&selRowPerPage=25&Line=14&searchMethod=contains&Month=12&Day=12&txtStationName=ottawa&timeframe=2&Year=2018,,,,,,,,,,,,,,,,,,,,,,,,
29/11/2016,2016,11,29,,0.9,,-2.1,,-0.6,,18.6,,0,,1.4,,0,T,1.4,,2,,8,,48,
30/11/2016,2016,11,30,,6.2,,0.6,,3.4,,14.6,,0,,12,,0,,12,,1,,6,,43,
01/12/2016,2016,12,1,,7,,3.8,,5.4,,12.6,,0,,13.2,,0,,13.2,,0,T,24,,48,
02/12/2016,2016,12,2,,4.5,,0.9,,2.7,,15.3,,0,,0,,0,T,0,T,,,28,,44,
03/12/2016,2016,12,3,,2.8,,-1.7,,0.6,,17.4,,0,,0,,0,,0,,,,29,,41,
04/12/2016,2016,12,4,,0.8,,-7,,-3.1,,21.1,,0,,0,,0,,0,,,,,,<31,
05/12/2016,2016,12,5,,-2.3,,-6.3,,-4.3,,22.3,,0,,0,,12.4,,8.2,,7,,7,,37,
06/12/2016,2016,12,6,,1.8,,-6.2,,-2.2,,20.2,,0,,0,,0.4,,0.2,,12,,9,,43,
07/12/2016,2016,12,7,,4.2,,-2.3,,1,,17,,0,,0,,1.8,,1.2,,12,,24,,52,
08/12/2016,2016,12,8,,1.2,,-4.8,,-1.8,,19.8,,0,,0,,3.8,,3,,11,,30,,48,
09/12/2016,2016,12,9,,-4.2,,-10.5,,-7.4,,25.4,,0,,0,,0,T,0,T,14,,28,,50,
10/12/2016,2016,12,10,,-6.1,,-15.5,,-10.8,,28.8,,0,,0,,0,,0,,14,,,,<31,
11/12/2016,2016,12,11,,-5.2,,-13.5,,-9.4,,27.4,,0,,0,,5,,3,,14,,10,,37,
12/12/2016,2016,12,12,,-2.8,,-5.8,,-4.3,,22.3,,0,,0,,15.4,,9.2,,25,,31,,37,
13/12/2016,2016,12,13,,1.1,,-6.7,,-2.8,,20.8,,0,,0,,0,T,0,T,30,,21,,46,
14/12/2016,2016,12,14,,-4,,-11,,-7.5,,25.5,,0,,0,,2.4,,0.8,,30,,22,,56,
15/12/2016,2016,12,15,,-10.2,,-21.1,,-15.7,,33.7,,0,,0,,0.4,,0.2,,31,,29,,67,
16/12/2016,2016,12,16,,-16.3,,-28.1,,-22.2,,40.2,,0,,0,,0.4,,0.2,,29,,30,,32,
17/12/2016,2016,12,17,,-8.3,,-17.9,,-13.1,,31.1,,0,,0,,14,,7,,31,,9,,32,
18/12/2016,2016,12,18,,-6.1,,-21.2,,-13.7,,31.7,,0,,0.8,,4,,6,,42,,28,,52,
19/12/2016,2016,12,19,,-13.9,,-27.6,,-20.8,,38.8,,0,,0,,1.4,,1,,43,,,,<31,
20/12/2016,2016,12,20,,-0.5,,-20,,-10.3,,28.3,,0,,0,,0,T,0,T,44,,17,,46,
21/12/2016,2016,12,21,,3.3,,-3.3,,0,,18,,0,,0,,0,,0,,44,,22,,44,
22/12/2016,2016,12,22,,0.4,,-1.9,,-0.8,,18.8,,0,,0,,8,,6.2,,44,,,,<31,
23/12/2016,2016,12,23,,1.4,,-1.8,,-0.2,,18.2,,0,,0,,0,,0,,45,,23,,39,
24/12/2016,2016,12,24,,3.6,,-0.8,,1.4,,16.6,,0,,0,,3,,1.8,,45,,28,,37,
25/12/2016,2016,12,25,,1.9,,-12.1,,-5.1,,23.1,,0,,0,,0,T,0,T,46,,33,,44,
26/12/2016,2016,12,26,,5.9,,-11.9,,-3,,21,,0,,14.8,,1.2,,16.4,,45,,10,,52,
27/12/2016,2016,12,27,,5.9,,-1,,2.5,,15.5,,0,,0.8,,1,,1.6,,40,,23,,63,
28/12/2016,2016,12,28,,-1,,-9.1,,-5.1,,23.1,,0,,0,,0,T,0,T,39,,28,,33,
29/12/2016,2016,12,29,,-3,,-7.4,,-5.2,,23.2,,0,,0,,9.6,,6.6,,39,,7,,41,
30/12/2016,2016,12,30,,-2.2,,-14.3,,-8.3,,26.3,,0,,0,,0.4,,0,T,47,,29,,56,
31/12/2016,2016,12,31,,-6.1,,-17.6,,-11.9,,29.9,,0,,0,,15.6,,9.6,,47,,9,,41,
01/01/2017,2017,1,1,,-0.9,,-7.5,,-4.2,,22.2,,0,,0,,0.4,,0.2,,57,,28,,46,
02/01/2017,2017,1,2,,-0.6,,-10.8,,-5.7,,23.7,,0,,0,,0,,0,,57,,7,,33,
03/01/2017,2017,1,3,,0.2,,-3.4,,-1.6,,19.6,,0,,13.2,,5.4,,19,,57,,10,,39,
04/01/2017,2017,1,4,,2.8,,-7.6,,-2.4,,20.4,,0,,0,,5.4,,5.4,,54,,23,,63,
05/01/2017,2017,1,5,,-6,,-14.4,,-10.2,,28.2,,0,,0,,0.4,,0.2,,55,,23,,57,
06/01/2017,2017,1,6,,-8.4,,-19.3,,-13.9,,31.9,,0,,0,,0,,0,,55,,,,<31,
07/01/2017,2017,1,7,,-11.3,,-22.2,,-16.8,,34.8,,0,,0,,0,,0,,54,,,,<31,
08/01/2017,2017,1,8,,-12.2,,-21.3,,-16.8,,34.8,,0,,0,,0,T,0,T,53,,31,,41,
09/01/2017,2017,1,9,,-6,,-25.3,,-15.7,,33.7,,0,,0,,0,T,0,T,52,,18,,39,
10/01/2017,2017,1,10,,1,,-7.2,,-3.1,,21.1,,0,,1,,9.2,,14.4,,52,,15,,54,
11/01/2017,2017,1,11,,6.2,,1,,3.6,,14.4,,0,,1.4,,0,,1.4,,55,,24,,76,
12/01/2017,2017,1,12,,6.2,,-3.6,,1.3,,16.7,,0,,2.6,,0,T,2.6,,48,,27,,52,
13/01/2017,2017,1,13,,-2.2,,-15.8,,-9,,27,,0,,0,,0.4,,0.2,,43,,30,,57,
14/01/2017,2017,1,14,,-6.3,,-21.3,,-13.8,,31.8,,0,,0,,0,T,0,T,42,,,,<31,
15/01/2017,2017,1,15,,-6.7,,-12,,-9.4,,27.4,,0,,0,,0,T,0,,42,,,,<31,
16/01/2017,2017,1,16,,3.1,,-12.8,,-4.9,,22.9,,0,,0,,0,,0,,42,,22,,44,
17/01/2017,2017,1,17,,-0.5,,-10.2,,-5.4,,23.4,,0,,0.2,,2,,3,,40,,7,,43,
18/01/2017,2017,1,18,,0,,-4.8,,-2.4,,20.4,,0,,0.6,,1.4,,2.4,,40,,,,<31,
19/01/2017,2017,1,19,,2.6,,-0.1,,1.3,,16.7,,0,,0,,0,,0,,38,,,,<31,
20/01/2017,2017,1,20,,1.3,,0.1,,0.7,,17.3,,0,,0,,0.2,,0,T,34,,,,<31,
21/01/2017,2017,1,21,,2.6,,-0.2,,1.2,,16.8,,0,,0,,0,T,0,T,30,,,,<31,
22/01/2017,2017,1,22,,2,,-1.5,,0.3,,17.7,,0,,0.4,,0,,0.4,,26,,7,,50,
23/01/2017,2017,1,23,,-0.6,,-3.2,,-1.9,,19.9,,0,,0,,0,T,0,T,24,,6,,52,
24/01/2017,2017,1,24,,-2.2,,-3.7,,-3,,21,,0,,0.8,,5.6,,5.4,,24,,7,,48,
25/01/2017,2017,1,25,,0.8,,-3.6,,-1.4,,19.4,,0,,0,,0.4,,0.2,,27,,26,,33,
26/01/2017,2017,1,26,,0.6,,-0.4,,0.1,,17.9,,0,,0,,1,,0.6,,25,,26,,50,
27/01/2017,2017,1,27,,0.4,,-2.9,,-1.3,,19.3,,0,,0,,2,,1,,24,,24,,54,
28/01/2017,2017,1,28,,0.2,,-5.9,,-2.9,,20.9,,0,,0,,2,,1.2,,26,,27,,43,
29/01/2017,2017,1,29,,-2,,-11.3,,-6.7,,24.7,,0,,0,,2.8,,1.6,,28,,29,,33,
30/01/2017,2017,1,30,,-11.2,,-19.5,,-15.4,,33.4,,0,,0,,0,T,0,T,28,,,,<31,
31/01/2017,2017,1,31,,-8.8,,-21.3,,-15.1,,33.1,,0,,0,,0,,0,,28,,,,<31,
01/02/2017,2017,2,1,,-5.6,,-12.9,,-9.3,,27.3,,0,,0,,1,,0.6,,28,,,,<31,
02/02/2017,2017,2,2,,-6.7,,-15.9,,-11.3,,29.3,,0,,0,,2.6,,1.8,,29,,29,,39,
03/02/2017,2017,2,3,,-5.7,,-12.5,,-9.1,,27.1,,0,,0,,0,T,0,T,28,,27,,35,
04/02/2017,2017,2,4,,-3.5,,-14.4,,-9,,27,,0,,0,,0,T,0,T,27,,23,,48,
05/02/2017,2017,2,5,,-0.8,,-10.7,,-5.8,,23.8,,0,,0,,5.2,,2.2,,27,,30,,61,
06/02/2017,2017,2,6,,-9.7,,-15.1,,-12.4,,30.4,,0,,0,,3.6,,1.8,,29,,30,,39,
07/02/2017,2017,2,7,,-4.7,,-11.1,,-7.9,,25.9,,0,,1,,6.8,,12.2,,35,,7,,54,
08/02/2017,2017,2,8,,2.9,,-13.2,,-5.2,,23.2,,0,,1,,0.4,,1.6,,34,,31,,63,
09/02/2017,2017,2,9,,-11.1,,-16.8,,-14,,32,,0,,0,,0,T,0,T,34,,31,,35,
10/02/2017,2017,2,10,,-13.2,,-17.8,,-15.5,,33.5,,0,,0,,3,,1.6,,34,,30,,41,
11/02/2017,2017,2,11,,-10.1,,-14.5,,-12.3,,30.3,,0,,0,,0.6,,0.4,,37,,7,,44,
12/02/2017,2017,2,12,,-6.7,,-12.3,,-9.5,,27.5,,0,,0,,28,,18.6,,36,,7,,37,
13/02/2017,2017,2,13,,-4.2,,-14.3,,-9.3,,27.3,,0,,0,,1.8,,1,,59,,33,,43,
14/02/2017,2017,2,14,,-3.5,,-14.2,,-8.9,,26.9,,0,,0,,5,,3.4,,59,,9,,33,
15/02/2017,2017,2,15,,-1.5,,-6,,-3.8,,21.8,,0,,0,,15.4,,12,,67,,,,<31,
16/02/2017,2017,2,16,,-4.5,,-9.2,,-6.9,,24.9,,0,,0,,3.4,,1.2,,75,,29,,44,
17/02/2017,2017,2,17,,-3,,-13.8,,-8.4,,26.4,,0,,0,,0,T,0,T,77,,28,,32,
18/02/2017,2017,2,18,,9.3,,-9.1,,0.1,,17.9,,0,,0,,0,,0,,77,,18,,32,
19/02/2017,2017,2,19,,7,,-3.1,,2,,16,,0,,0,,0,,0,,66,,31,,44,
20/02/2017,2017,2,20,,1.1,,-9.3,,-4.1,,22.1,,0,,0,,0,,0,,60,,,,<31,
21/02/2017,2017,2,21,,1.1,,-10.4,,-4.7,,22.7,,0,,1.8,,0,,1.8,,60,,,,<31,
22/02/2017,2017,2,22,,4.6,,-0.3,,2.2,,15.8,,0,,0,,0,,0,,55,,,,<31,
23/02/2017,2017,2,23,,11.7,,1.8,,6.8,,11.2,,0,,0.4,,0,,0.4,,48,,30,,44,
24/02/2017,2017,2,24,,2.4,,-0.8,,0.8,,17.2,,0,,2.8,,0,,2.8,,20,,10,,44,
25/02/2017,2017,2,25,,3.8,,-1.1,,1.4,,16.6,,0,,17,,0,T,17,,18,,25,,56,
26/02/2017,2017,2,26,,0.1,,-7.4,,-3.7,,21.7,,0,,0,,0.2,,0,T,17,,28,,59,
27/02/2017,2017,2,27,,4.1,,-3.3,,0.4,,17.6,,0,,0,,0,,0,,17,,22,,59,
28/02/2017,2017,2,28,,4.8,,-6.2,,-0.7,,18.7,,0,,0.8,,0,,0.8,,17,,,,<31,
01/03/2017,2017,3,1,,4.2,,-2.6,,0.8,,17.2,,0,,22.8,,0,T,22.8,,15,,28,,43,
02/03/2017,2017,3,2,,-2.7,,-12.8,,-7.8,,25.8,,0,,0,,2.4,,0.4,,13,,29,,67,
03/03/2017,2017,3,3,,-9.9,,-17,,-13.5,,31.5,,0,,0,,1,,0.2,,13,,28,,50,
04/03/2017,2017,3,4,,-13.9,,-20.4,,-17.2,,35.2,,0,,0,,0,,0,,14,,33,,48,
05/03/2017,2017,3,5,,-7.5,,-20.5,,-14,,32,,0,,0,,0,,0,,14,,,,<31,
06/03/2017,2017,3,6,,-2.1,,-11.6,,-6.9,,24.9,,0,,1.4,,0,T,1.4,,14,,9,,39,
07/03/2017,2017,3,7,,7.3,,-2.6,,2.4,,15.6,,0,,7.4,,0,,7.4,,14,,27,,44,
08/03/2017,2017,3,8,,8.1,,-1.4,,3.4,,14.6,,0,,1.8,,0,T,1.8,,9,,23,,67,
09/03/2017,2017,3,9,,-0.6,,-4.9,,-2.8,,20.8,,0,,0,,0,T,0,T,7,,28,,69,
10/03/2017,2017,3,10,,-3.6,,-18.4,,-11,,29,,0,,0,,0.2,,0,T,7,,31,,59,
11/03/2017,2017,3,11,,-14.3,,-19.6,,-17,,35,,0,,0,,0,,0,,7,,27,,59,
12/03/2017,2017,3,12,,-10.9,,-18.1,,-14.5,,32.5,,0,,0,,0,,0,,7,,27,,43,
13/03/2017,2017,3,13,,-9.7,,-17.4,,-13.6,,31.6,,0,,0,,0,,0,,6,,,,<31,
14/03/2017,2017,3,14,,-8.6,,-11.4,,-10,,28,,0,,0,,9.8,,7.8,,6,,35,,61,
15/03/2017,2017,3,15,,-5.9,,-10.5,,-8.2,,26.2,,0,,0,,12.2,,7,,18,,31,,54,
16/03/2017,2017,3,16,,-1.9,,-12.1,,-7,,25,,0,,0,,0,,0,,20,,30,,50,
17/03/2017,2017,3,17,,-0.9,,-12.6,,-6.8,,24.8,,0,,0,,0,,0,,20,,,,<31,
18/03/2017,2017,3,18,,0.2,,-15.3,,-7.6,,25.6,,0,,0,,0,,0,,19,,6,,39,
19/03/2017,2017,3,19,,4.3,,-10,,-2.9,,20.9,,0,,0,,0,,0,,18,,,,<31,
20/03/2017,2017,3,20,,4.5,,-8.4,,-2,,20,,0,,0,,0,T,0,T,15,,,,<31,
21/03/2017,2017,3,21,,5.6,,-8.1,,-1.3,,19.3,,0,,1.8,,0.2,,2,,8,,32,,72,
22/03/2017,2017,3,22,,-6.6,,-14.7,,-10.7,,28.7,,0,,0,,0,,0,,6,,33,,74,
23/03/2017,2017,3,23,,1.8,,-13.5,,-5.9,,23.9,,0,,0,,0,,0,,6,,28,,35,
24/03/2017,2017,3,24,,0.2,,-4.3,,-2.1,,20.1,,0,,2.2,,21.6,,16.8,,9,,,,<31,
25/03/2017,2017,3,25,,3.1,,-6.4,,-1.7,,19.7,,0,,0,,0,,0,,23,,,,<31,
26/03/2017,2017,3,26,,-0.7,,-6.9,,-3.8,,21.8,,0,,0.8,,0,,0.8,,22,,9,,43,
27/03/2017,2017,3,27,,2.4,,-0.8,,0.8,,17.2,,0,,9,,0,,9,,16,,,,<31,
28/03/2017,2017,3,28,,5.6,,0.7,,3.2,,14.8,,0,,3.2,,0,,3.2,,10,,32,,32,
29/03/2017,2017,3,29,,5.8,,-1.3,,2.3,,15.7,,0,,0,,0,,0,,4,,35,,44,
30/03/2017,2017,3,30,,4.5,,-3.2,,0.7,,17.3,,0,,0,,0,,0,,3,,7,,32,
31/03/2017,2017,3,31,,2.1,,-0.1,,1,,17,,0,,0,,10,,6.2,,2,,7,,48,
01/04/2017,2017,4,1,,4.8,,-0.7,,2.1,,15.9,,0,,0,,0.4,,0.2,,4,,6,,33,
02/04/2017,2017,4,2,,9.8,,-3.4,,3.2,,14.8,,0,,0,,0,,0,,3,,31,,33,
03/04/2017,2017,4,3,,8.8,,-2.2,,3.3,,14.7,,0,,0.4,,0,,0.4,,0,T,6,,44,
04/04/2017,2017,4,4,,5.3,,0.4,,2.9,,15.1,,0,,26.4,,0,,26.4,,0,T,6,,41,
05/04/2017,2017,4,5,,8.9,,2.2,,5.6,,12.4,,0,,1.4,,0,,1.4,,0,T,29,,39,
06/04/2017,2017,4,6,,3.5,,2,,2.8,,15.2,,0,,36,,0,,36,,0,T,5,,52,
07/04/2017,2017,4,7,,3.1,,-0.2,,1.5,,16.5,,0,,2,,0,,2,,0,T,32,,65,
08/04/2017,2017,4,8,,9.9,,-0.6,,4.7,,13.3,,0,,0,,0,,0,,0,T,29,,52,
09/04/2017,2017,4,9,,17.1,,-1,,8.1,,9.9,,0,,0,T,0,,0,T,,,20,,43,
10/04/2017,2017,4,10,,24.5,,9.5,,17,,1,,0,,1.2,,0,,1.2,,,,22,,83,
11/04/2017,2017,4,11,,11,,4.4,,7.7,,10.3,,0,,3.8,,0,,3.8,,,,33,,33,
12/04/2017,2017,4,12,,9.3,,3.6,,6.5,,11.5,,0,,0.2,,0,,0.2,,,,28,,43,
13/04/2017,2017,4,13,,13.4,,0.9,,7.2,,10.8,,0,,0,,0,,0,,,,28,,37,
14/04/2017,2017,4,14,,15.7,,-1,,7.4,,10.6,,0,,0,,0,,0,,,,,,<31,
15/04/2017,2017,4,15,,17.8,,0,,8.9,,9.1,,0,,20,,0,,20,,,,21,,43,
16/04/2017,2017,4,16,,15.8,,6.9,,11.4,,6.6,,0,,8.2,,0,,8.2,,,,34,,54,
17/04/2017,2017,4,17,,7.6,,-1.9,,2.9,,15.1,,0,,0,,0,,0,,,,28,,46,
18/04/2017,2017,4,18,,10.9,,-4,,3.5,,14.5,,0,,0,,0,,0,,,,10,,32,
19/04/2017,2017,4,19,,9.9,,2.6,,6.3,,11.7,,0,,9.6,,0,,9.6,,,,33,,48,
20/04/2017,2017,4,20,,10.9,,3.5,,7.2,,10.8,,0,,1.2,,0,,1.2,,,,9,,48,
21/04/2017,2017,4,21,,15.7,,5.9,,10.8,,7.2,,0,,10.4,,0,,10.4,,,,10,,48,
22/04/2017,2017,4,22,,12,,0.1,,6.1,,11.9,,0,,0.2,,0,,0.2,,,,28,,37,
23/04/2017,2017,4,23,,19.4,,-1.9,,8.8,,9.2,,0,,0,,0,,0,,,,21,,50,
24/04/2017,2017,4,24,,10.9,,0.2,,5.6,,12.4,,0,,0,,0,,0,,,,35,,32,
25/04/2017,2017,4,25,,14.8,,2.8,,8.8,,9.2,,0,,3,,0,,3,,,,6,,46,
26/04/2017,2017,4,26,,18.1,,8.6,,13.4,,4.6,,0,,0.2,,0,,0.2,,,,6,,32,
27/04/2017,2017,4,27,,26.6,,11.8,,19.2,,0,,1.2,,11.6,,0,,11.6,,,,23,,50,
28/04/2017,2017,4,28,,19.4,,11.9,,15.7,,2.3,,0,,0.8,,0,,0.8,,,,23,,44,
29/04/2017,2017,4,29,,16.8,,3.2,,10,,8,,0,,0,,0,,0,,,,31,,59,
30/04/2017,2017,4,30,,3.8,,2.6,,3.2,,14.8,,0,,11,,0,,11,,,,9,,39,
01/05/2017,2017,5,1,,10.4,,3.8,,7.1,,10.9,,0,,45.4,,0,,45.4,,,,8,,54,
02/05/2017,2017,5,2,,15.5,,6.8,,11.2,,6.8,,0,,0.8,,0,,0.8,,,,22,,50,
03/05/2017,2017,5,3,,13.9,,3.1,,8.5,,9.5,,0,,0.2,,0,,0.2,,,,27,,50,
04/05/2017,2017,5,4,,15.7,,0.4,,8.1,,9.9,,0,,3.2,,0,,3.2,,,,15,,41,
05/05/2017,2017,5,5,,8.4,,7,,7.7,,10.3,,0,,40.4,,0,,40.4,,,,6,,41,
06/05/2017,2017,5,6,,14.9,,5.3,,10.1,,7.9,,0,,20,,0,,20,,,,6,,43,
07/05/2017,2017,5,7,,6.6,,0.3,,3.5,,14.5,,0,,2.4,,0.2,,2.6,,,,29,,41,
08/05/2017,2017,5,8,,5.2,,-1.8,,1.7,,16.3,,0,,0,,0.6,,0.6,,,,28,,46,
09/05/2017,2017,5,9,,6.2,,-1.8,,2.2,,15.8,,0,,0,,0,,0,,,,,,<31,
10/05/2017,2017,5,10,,14.4,,0.2,,7.3,,10.7,,0,,0,,0,,0,,,,,,<31,
11/05/2017,2017,5,11,,11.8,,4.2,,8,,10,,0,,0,,0,,0,,,,7,,32,
12/05/2017,2017,5,12,,19.6,,7,,13.3,,4.7,,0,,0,,0,,0,,,,12,,37,
13/05/2017,2017,5,13,,13.9,,7.5,,10.7,,7.3,,0,,1.2,,0,,1.2,,,,20,,33,
14/05/2017,2017,5,14,,14.4,,8,,11.2,,6.8,,0,,3.2,,0,,3.2,,,,32,,39,
15/05/2017,2017,5,15,,20.2,,8,,14.1,,3.9,,0,,0,T,0,,0,T,,,32,,54,
16/05/2017,2017,5,16,,21,,6.7,,13.9,,4.1,,0,,0,T,0,,0,T,,,27,,37,
17/05/2017,2017,5,17,,30.9,,11.5,,21.2,,0,,3.2,,0,,0,,0,,,,22,,57,
18/05/2017,2017,5,18,,30.3,,17.4,,23.9,,0,,5.9,,0.2,,0,,0.2,,,,21,,69,
19/05/2017,2017,5,19,,17.7,,7.5,,12.6,,5.4,,0,,0,,0,,0,,,,29,,50,
20/05/2017,2017,5,20,,18.5,,3.6,,11.1,,6.9,,0,,0,,0,,0,,,,3,,41,
21/05/2017,2017,5,21,,17.2,,8.1,,12.7,,5.3,,0,,6.2,,0,,6.2,,,,9,,44,
22/05/2017,2017,5,22,,17.9,,8.2,,13.1,,4.9,,0,,4.8,,0,,4.8,,,,26,,44,
23/05/2017,2017,5,23,,22.4,,6.5,,14.5,,3.5,,0,,0,,0,,0,,,,22,,43,
24/05/2017,2017,5,24,,23.6,,9.4,,16.5,,1.5,,0,,0.6,,0,,0.6,,,,,,<31,
25/05/2017,2017,5,25,,18.5,,12.1,,15.3,,2.7,,0,,11,,0,,11,,,,9,,52,
26/05/2017,2017,5,26,,15.9,,11.6,,13.8,,4.2,,0,,3,,0,,3,,,,7,,33,
27/05/2017,2017,5,27,,23.3,,9,,16.2,,1.8,,0,,0,,0,,0,,,,24,,35,
28/05/2017,2017,5,28,,25.3,,10.5,,17.9,,0.1,,0,,0,T,0,,0,T,,,15,,33,
29/05/2017,2017,5,29,,18.7,,11.9,,15.3,,2.7,,0,,29.2,,0,,29.2,,,,15,,43,
30/05/2017,2017,5,30,,22.8,,11.1,,17,,1,,0,,3.8,,0,,3.8,,,,17,,50,
31/05/2017,2017,5,31,,22.4,,11.6,,17,,1,,0,,1.2,,0,,1.2,,,,23,,57,
01/06/2017,2017,6,1,,16.4,,7.2,,11.8,,6.2,,0,,0.6,,0,,0.6,,,,23,,48,
02/06/2017,2017,6,2,,16.1,,6.3,,11.2,,6.8,,0,,0.2,,0,,0.2,,,,29,,46,
03/06/2017,2017,6,3,,20.4,,5.3,,12.9,,5.1,,0,,0,,0,,0,,,,29,,37,
04/06/2017,2017,6,4,,17.7,,7.8,,12.8,,5.2,,0,,1,,0,,1,,,,,,<31,
05/06/2017,2017,6,5,,15.4,,12.2,,13.8,,4.2,,0,,8.6,,0,,8.6,,,,6,,41,
06/06/2017,2017,6,6,,13.7,,6.5,,10.1,,7.9,,0,,18.6,,0,,18.6,,,,6,,52,
07/06/2017,2017,6,7,,25.8,,4.8,,15.3,,2.7,,0,,0,,0,,0,,,,,,<31,
08/06/2017,2017,6,8,,28.2,,11.4,,19.8,,0,,1.8,,0,,0,,0,,,,,,<31,
09/06/2017,2017,6,9,,24.3,,12.5,,18.4,,0,,0.4,,0,,0,,0,,,,30,,44,
10/06/2017,2017,6,10,,26.6,,11.3,,19,,0,,1,,0,,0,,0,,,,20,,41,
11/06/2017,2017,6,11,,32.7,,19.7,,26.2,,0,,8.2,,0,T,0,,0,T,,,23,,57,
12/06/2017,2017,6,12,,32.5,,21.4,,27,,0,,9,,0,T,0,,0,T,,,21,,46,
13/06/2017,2017,6,13,,24.5,,15.7,,20.1,,0,,2.1,,0,,0,,0,,,,32,,41,
14/06/2017,2017,6,14,,22.7,,10.8,,16.8,,1.2,,0,,0,,0,,0,,,,,,<31,
15/06/2017,2017,6,15,,23.1,,9.8,,16.5,,1.5,,0,,14,,0,,14,,,,9,,44,
16/06/2017,2017,6,16,,22.6,,13.4,,18,,0,,0,,4.2,,0,,4.2,,,,,,<31,
17/06/2017,2017,6,17,,25.6,,15.8,,20.7,,0,,2.7,,0,T,0,,0,T,,,,,<31,
18/06/2017,2017,6,18,,31,,19.4,,25.2,,0,,7.2,,0.8,,0,,0.8,,,,20,,65,
19/06/2017,2017,6,19,,26.4,,17.5,,22,,0,,4,,0,T,0,,0,T,,,23,,41,
20/06/2017,2017,6,20,,25.8,,15,,20.4,,0,,2.4,,3.8,,0,,3.8,,,,28,,65,
21/06/2017,2017,6,21,,23.6,,13.1,,18.4,,0,,0.4,,3,,0,,3,,,,31,,44,
22/06/2017,2017,6,22,,24.9,,11.5,,18.2,,0,,0.2,,3.4,,0,,3.4,,,,20,,32,
23/06/2017,2017,6,23,,24.4,,15.8,,20.1,,0,,2.1,,9.4,,0,,9.4,,,,23,,35,
24/06/2017,2017,6,24,,27,,13.4,,20.2,,0,,2.2,,1.8,,0,,1.8,,,,32,,44,
25/06/2017,2017,6,25,,21.3,,10.7,,16,,2,,0,,12.8,,0,,12.8,,,,26,,65,
26/06/2017,2017,6,26,,22,,12.2,,17.1,,0.9,,0,,0.2,,0,,0.2,,,,,,<31,
27/06/2017,2017,6,27,,18.8,,9.8,,14.3,,3.7,,0,,7.2,,0,,7.2,,,,19,,50,
28/06/2017,2017,6,28,,23.9,,9.1,,16.5,,1.5,,0,,3.8,,0,,3.8,,,,36,,37,
29/06/2017,2017,6,29,,16.8,,12.7,,14.8,,3.2,,0,,32.4,,0,,32.4,,,,,,<31,
30/06/2017,2017,6,30,,23.2,,15.3,,19.3,,0,,1.3,,4.2,,0,,4.2,,,,,,<31,
01/07/2017,2017,7,1,,24.5,,17.3,,20.9,,0,,2.9,,42,,0,,42,,,,28,,57,
02/07/2017,2017,7,2,,24,,14.6,,19.3,,0,,1.3,,12.6,,0,,12.6,,,,31,,44,
03/07/2017,2017,7,3,,25,,13.1,,19.1,,0,,1.1,,0,,0,,0,,,,29,,41,
04/07/2017,2017,7,4,,27,,9.5,,18.3,,0,,0.3,,0,,0,,0,,,,28,,35,
05/07/2017,2017,7,5,,27.9,,10.8,,19.4,,0,,1.4,,0,,0,,0,,,,,,<31,
06/07/2017,2017,7,6,,28.8,,14.2,,21.5,,0,,3.5,,0,,0,,0,,,,20,,39,
07/07/2017,2017,7,7,,26.9,,17.4,,22.2,,0,,4.2,,10.8,,0,,10.8,,,,29,,56,
08/07/2017,2017,7,8,,23.2,,12.8,,18,,0,,0,,21.6,,0,,21.6,,,,28,,48,
09/07/2017,2017,7,9,,25.1,,11.6,,18.4,,0,,0.4,,11.4,,0,,11.4,,,,21,,33,
10/07/2017,2017,7,10,,24.4,,16.4,,20.4,,0,,2.4,,6.2,,0,,6.2,,,,21,,35,
11/07/2017,2017,7,11,,27.9,,16.7,,22.3,,0,,4.3,,4.4,,0,,4.4,,,,22,,35,
12/07/2017,2017,7,12,,21.8,,14.2,,18,,0,,0,,0.6,,0,,0.6,,,,4,,32,
13/07/2017,2017,7,13,,23.8,,11.9,,17.9,,0.1,,0,,11.6,,0,,11.6,,,,6,,37,
14/07/2017,2017,7,14,,20.8,,14.7,,17.8,,0.2,,0,,42.6,,0,,42.6,,,,7,,39,
15/07/2017,2017,7,15,,28.1,,17.3,,22.7,,0,,4.7,,0.6,,0,,0.6,,,,26,,35,
16/07/2017,2017,7,16,,26.5,,15.9,,21.2,,0,,3.2,,0,T,0,,0,T,,,29,,32,
17/07/2017,2017,7,17,,26.6,,16.9,,21.8,,0,,3.8,,1.6,,0,,1.6,,,,,,<31,
18/07/2017,2017,7,18,,29.5,,15.8,,22.7,,0,,4.7,,0,,0,,0,,,,16,,32,
19/07/2017,2017,7,19,,28.2,,16.9,,22.6,,0,,4.6,,0,,0,,0,,,,,,<31,
20/07/2017,2017,7,20,,28.4,,17.6,,23,,0,,5,,0,,0,,0,,,,24,,35,
21/07/2017,2017,7,21,,28.6,,15.8,,22.2,,0,,4.2,,0,,0,,0,,,,29,,39,
22/07/2017,2017,7,22,,26.3,,15.2,,20.8,,0,,2.8,,0,,0,,0,,,,,,<31,
